datetime,hour,day_of_week,month,is_weekend,is_holiday,temperature,ev_availability,consumption,pv_production,price,price_category,price_lag_1h,price_lag_24h,consumption_lag_1h,consumption_lag_24h
2025-01-01 00:00:00,0,2,1,0,0,-1.695178681388767,1,1.887779586266488,0.0,0.11045354427437219,Low,0.11045354427437219,0.11045354427437219,1.887779586266488,1.887779586266488
2025-01-01 01:00:00,1,2,1,0,0,1.161841757380313,1,1.5032740718023088,0.0,0.12767467437391725,Low,0.11045354427437219,0.11045354427437219,1.887779586266488,1.887779586266488
2025-01-01 02:00:00,2,2,1,0,0,-0.32913964866486023,1,1.6687091678402717,0.0,0.12089584671950808,Low,0.12767467437391725,0.11045354427437219,1.5032740718023088,1.887779586266488
2025-01-01 03:00:00,3,2,1,0,0,-1.2024999016680973,1,1.9143606537181665,0.0,0.07181285037642124,Low,0.12089584671950808,0.11045354427437219,1.6687091678402717,1.887779586266488
2025-01-01 04:00:00,4,2,1,0,0,0.8080550637277297,1,1.8220382161732727,0.0,0.062983969909537,Low,0.07181285037642124,0.11045354427437219,1.9143606537181665,1.887779586266488
2025-01-01 05:00:00,5,2,1,0,0,0.6471280133664116,1,2.081388554315909,0.0,0.09589817007964375,Low,0.062983969909537,0.11045354427437219,1.8220382161732727,1.887779586266488
2025-01-01 06:00:00,6,2,1,0,0,6.280574892695431,1,1.7927568355975845,0.0,0.1650187450818325,Medium,0.09589817007964375,0.11045354427437219,2.081388554315909,1.887779586266488
2025-01-01 07:00:00,7,2,1,0,0,2.3557748864868677,1,2.3306023712072994,0.6025178973982269,0.1626833892294906,Medium,0.1650187450818325,0.11045354427437219,1.7927568355975845,1.887779586266488
2025-01-01 08:00:00,8,2,1,0,0,3.1746545057974345,0,1.4748085883181856,0.8788998258704434,0.15134356835804663,Medium,0.1626833892294906,0.11045354427437219,2.3306023712072994,1.887779586266488
2025-01-01 09:00:00,9,2,1,0,0,5.385508457979736,0,1.2237976684425464,2.099510984951923,0.16228370690304234,Medium,0.15134356835804663,0.11045354427437219,1.4748085883181856,1.887779586266488
2025-01-01 10:00:00,10,2,1,0,0,6.675956354062052,0,1.1461175606512202,1.5364227072039052,0.16644724625986457,High,0.16228370690304234,0.11045354427437219,1.2237976684425464,1.887779586266488
2025-01-01 11:00:00,11,2,1,0,0,9.728300789983646,0,0.4189172579860431,2.7691762891731586,0.15136477537194837,Medium,0.16644724625986457,0.11045354427437219,1.1461175606512202,1.887779586266488
2025-01-01 12:00:00,12,2,1,0,0,5.34853102630163,0,0.8802570860318233,1.8122079690674608,0.16243334125396072,Medium,0.15136477537194837,0.11045354427437219,0.4189172579860431,1.887779586266488
2025-01-01 13:00:00,13,2,1,0,0,10.68316044555561,0,0.7440086219503823,1.9904100969496088,0.16419983778083933,Medium,0.16243334125396072,0.11045354427437219,0.8802570860318233,1.887779586266488
2025-01-01 14:00:00,14,2,1,0,0,8.91890869716233,0,0.5365444239954892,1.8707232698082152,0.14930222666308815,Medium,0.16419983778083933,0.11045354427437219,0.7440086219503823,1.887779586266488
2025-01-01 15:00:00,15,2,1,0,0,11.384754720738812,0,0.658376420311944,2.037926987106547,0.5750650707670086,High,0.14930222666308815,0.11045354427437219,0.5365444239954892,1.887779586266488
2025-01-01 16:00:00,16,2,1,0,0,9.23631917705037,0,0.8650582579332504,1.4161489281847974,0.12603060294614754,Low,0.5750650707670086,0.11045354427437219,0.658376420311944,1.887779586266488
2025-01-01 17:00:00,17,2,1,0,0,9.574402401810563,0,1.0989153461920917,0.7078264687868011,0.28300875852067814,High,0.12603060294614754,0.11045354427437219,0.8650582579332504,1.887779586266488
2025-01-01 18:00:00,18,2,1,0,0,6.718675956278601,1,2.395622859191953,2.528911219269542e-16,0.2709022930646479,High,0.28300875852067814,0.11045354427437219,1.0989153461920917,1.887779586266488
2025-01-01 19:00:00,19,2,1,0,0,7.171620000798219,1,2.4444523542511187,0.0,0.293185634559384,High,0.2709022930646479,0.11045354427437219,2.395622859191953,1.887779586266488
2025-01-01 20:00:00,20,2,1,0,0,8.329019159338767,1,2.13405430559061,0.0,0.2196168734325066,High,0.293185634559384,0.11045354427437219,2.4444523542511187,1.887779586266488
2025-01-01 21:00:00,21,2,1,0,0,2.2289114920194466,1,2.434038297591769,0.0,0.24297441173288994,High,0.2196168734325066,0.11045354427437219,2.13405430559061,1.887779586266488
2025-01-01 22:00:00,22,2,1,0,0,2.287090630120014,1,2.0724410679775733,0.0,0.1596451869743585,Medium,0.24297441173288994,0.11045354427437219,2.434038297591769,1.887779586266488
2025-01-01 23:00:00,23,2,1,0,0,0.49351110300328094,1,1.9584003815478765,0.0,0.15516302220180106,Medium,0.1596451869743585,0.11045354427437219,2.0724410679775733,1.887779586266488
2025-01-02 00:00:00,0,3,1,0,0,3.8617544535341373,1,1.1595388671466809,0.0,0.09136034552214528,Low,0.15516302220180106,0.11045354427437219,1.9584003815478765,1.887779586266488
2025-01-02 01:00:00,1,3,1,0,0,-0.6915944455280432,1,1.7490702779934741,0.0,0.10613849464611211,Low,0.09136034552214528,0.12767467437391725,1.1595388671466809,1.5032740718023088
